Supplemental Table 2. Data included in the meta-analysis examining the effects of pH on fertilization rate.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
phylum,paper_link,study,taxonomic_group,common_name,latin_name,p_h_experimental,p_h_control,p_co2_experimental,p_co2_control,ave_fert_percent_p_h,error_percent_p_h,error_statistic,number_trials_p_h,number_individuals_eggs_trial,incubation_time,sperm_per_m_l,sperm_egg_ratio,number_females,number_males,secondary_stressor,what_is_2nd_stressor,sec_stressor_treatment,details,ave_fert_proport
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7,8.1,NA,NA,6.6,3.06,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,21degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.066
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7,8.1,NA,NA,7.2,1.84,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,24degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.072
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,8,8,NA,NA,90,2.36,SD,30,100,40,NA,NA,3,3,no,Elevated Temperature,26degC,NA,0.9
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,8,8,NA,NA,80,5.53,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,28degC,NA,0.8
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,8,8,NA,NA,76,6.11,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,30degC,NA,0.76
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,8,8,NA,NA,76,2.83,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,34degC,NA,0.76
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,8,8,NA,NA,75,5.89,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,38degC,NA,0.75
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.7,8,NA,NA,75,9.86,SD,30,100,40,NA,NA,3,3,no,Elevated Temperature,26degC,NA,0.75
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.7,8,NA,NA,72,6.94,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,28degC,NA,0.72
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.7,8,NA,NA,72,2.39,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,30degC,NA,0.72
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.7,8,NA,NA,73,9.31,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,34degC,NA,0.73
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.7,8,NA,NA,70,5.18,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,38degC,NA,0.7
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.4,8,NA,NA,70,4.42,SD,30,100,40,NA,NA,3,3,no,Elevated Temperature,26degC,NA,0.7
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.4,8,NA,NA,63,9.86,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,28degC,NA,0.63
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.4,8,NA,NA,65,6.04,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,30degC,NA,0.65
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.4,8,NA,NA,62,6.64,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,34degC,NA,0.62
Echinoderm,https://doi.org/10.1016/j.marenvres.2020.105106,"Pereira, 2020",urchin,rock boring sea urchin,Echinometra lucunter,7.4,8,NA,NA,55,10.23,SD,30,100,40,NA,NA,3,3,yes,Elevated Temperature,38degC,NA,0.55
Echinoderm,doi.org/10.1021/es402815s,"Sewell, 2014",urchin,Antarctic sea urchin,Sterechinus neumayeri,8.05,8.05,384,384,77.4,18.2,SD,7,200,1440,NA,NA,7,7,no,NA,NA,"Mean fertilization calculated from supplemental materials, using mean Fmax from each of the 7 mating pairs (see separate tab for calcs)",0.774
Echinoderm,doi.org/10.1021/es402815s,"Sewell, 2014",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.97,8.05,473,384,83.1,15.6,SD,7,200,1440,NA,NA,7,7,no,NA,NA,"Mean fertilization calculated from supplemental materials, using mean Fmax from each of the 7 mating pairs (see separate tab for calcs)",0.831
Echinoderm,doi.org/10.1021/es402815s,"Sewell, 2014",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.83,8.05,666,384,70.9,22.7,SD,7,200,1440,NA,NA,7,7,no,NA,NA,"Mean fertilization calculated from supplemental materials, using mean Fmax from each of the 7 mating pairs (see separate tab for calcs)",0.709
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.21,8.26,390,390,97.6,0.5,SD,5,100,20,NA,75,NA,NA,no,Elevated Tempeature + Salinity,12degC + Medium Salinity (31 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.976
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.24,8.26,390,390,95.8,1.3,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,12degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.958
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.21,8.26,390,390,93.4,2.3,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + Low Salinity (28 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.934
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.22,8.26,390,390,91.2,2.6,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + Medium Salinity (31 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.912
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.18,8.26,390,390,82.8,6,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.828
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.91,8.26,800,390,96.8,0.8,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,12degC + Low Salinity (28 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.968
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.96,8.26,800,390,97.2,1.9,SD,5,100,20,NA,75,NA,NA,no,Elevated Tempeature + Salinity,12degC + Medium Salinity (31 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.972
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.1,8.26,800,390,95.6,2.5,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,12degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.956
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.25,8.26,800,390,75.8,1.3,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.758
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.05,8.26,800,390,93.8,2.2,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,18degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.938
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.68,8.26,1500,390,95.2,2.9,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,12degC + Low Salinity (28 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.952
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.69,8.26,1500,390,95,1.2,SD,5,100,20,NA,75,NA,NA,no,Elevated Tempeature + Salinity,12degC + Medium Salinity (31 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.95
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.77,8.26,1500,390,94.2,4,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,12degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.942
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.07,8.26,1500,390,16.6,7.1,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + Low Salinity (28 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.166
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.02,8.26,1500,390,56.6,10.3,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + Medium Salinity (31 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.566
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.67,8.26,1500,390,61.6,20.5,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,15degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.616
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.79,8.26,1500,390,90.8,3.8,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,18degC + Low Salinity (28 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.908
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,7.99,8.26,1500,390,94.2,2.2,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,18degC + Medium Salinity (31 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.942
Echinoderm,https://www.proquest.com/dissertations-theses/effects-ocean-acidification-combined-with/docview/1554717738/se-2?accountid=14784,"Stavroff, 2014",urchin,Pacific purple sea urchins,Strongylocentrotus purpuratus,8.04,8.26,1500,390,92.2,4,SD,5,100,20,NA,75,NA,NA,yes,Elevated Tempeature + Salinity,18degC + High Salinity (34 ppt),Control pH calculated as the average of all the 390 ppm pCO2 treatments,0.922
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,8,8,694,694,87,4.43,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.87
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,8,8,694,694,93.6,2.69,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.936
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,8,8,694,694,94.2,1.92,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.942
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,8,8,694,694,94.6,2.58,SD,3,NA,90,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.946
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.71,8,1443,694,80.6,5.38,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.806
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.71,8,1443,694,90.9,3.18,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.909
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.71,8,1443,694,92.7,0.39,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.927
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.71,8,1443,694,93,2.77,SD,3,NA,90,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.93
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.6,8,1799,694,84.3,1.51,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.843
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.6,8,1799,694,85.5,4.14,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.855
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.6,8,1799,694,92.9,0.95,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.929
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.6,8,1799,694,92.8,3.23,SD,3,NA,90,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.928
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.51,8,2349,694,84.1,5.73,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.841
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.51,8,2349,694,85.6,5.81,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.856
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.51,8,2349,694,92,4.49,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.92
Echinoderm,https://doi.org/10.1016/j.marpolbul.2016.08.003,"Zhan, 2016",urchin,sea urchin,Strongylocentrotus intermedius,7.51,8,2349,694,92,1.22,SD,3,NA,90,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.92
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,8.06,8.06,NA,NA,93.3,1.5,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.933
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.76,8.06,NA,NA,94.1,5,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.941
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.65,8.06,NA,NA,93.6,3.2,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.936
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.55,8.06,NA,NA,91.2,1,SD,3,NA,5,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.912
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,8.06,8.06,NA,NA,96.7,3,SD,3,NA,15,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.967
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.76,8.06,NA,NA,97.2,2.5,SD,3,NA,15,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.972
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.65,8.06,NA,NA,94.7,5.9,SD,3,NA,15,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.947
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.55,8.06,NA,NA,97.1,1.5,SD,3,NA,15,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.971
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,8.06,8.06,NA,NA,98,1.9,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.98
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.76,8.06,NA,NA,98.4,1.6,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.984
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.65,8.06,NA,NA,96.6,3.3,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.966
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.55,8.06,NA,NA,98.5,1.2,SD,3,NA,30,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.985
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,8.06,8.06,NA,NA,98.1,2.1,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.981
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.76,8.06,NA,NA,97.6,2.5,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.976
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.65,8.06,NA,NA,97.6,0.8,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.976
Echinoderm,https://doi.org/10.1007/s10499-016-0064-3,"Zhan, 2017",urchin,sea urchin,Hemicentrotus pulcherrimus,7.55,8.06,NA,NA,98.2,2,SD,3,NA,60,50000,1000,3,3,no,NA,NA,% fertilization (mean) is estimated from figure; multiple time-point measurements included,0.982
